机构名称,经度,纬度,县市区,地址,建筑面积,床位数量,运营性质
阜山镇北涝泊幸福院,120.57002061729877,37.40609407739928,招远市,阜山镇北涝泊,870.0,32,公（村）办
阜山镇九曲蒋家幸福院,120.56066566371784,37.47047372267177,招远市,阜山镇九曲蒋家,4500.0,42,公（村）办
阜山镇南院庄村幸福院,120.54087177129716,37.320486053549146,招远市,阜山镇南院庄村,528.6,22,公（村）办
夏甸社区幸福院,120.38865372297026,37.1931694855074,招远市,夏甸社区,436.0,20,公（村）办
夏甸镇姜家窑村幸福院,120.35483809001376,37.13733829115323,招远市,夏甸镇姜家窑村,480.0,21,公（村）办
夏甸镇岚子东村幸福院,120.43253801323536,37.17553917922088,招远市,夏甸镇岚子东村,410.0,22,公（村）办
夏甸镇青龙夼村幸福院,120.28100806692916,37.15187214783016,招远市,夏甸镇青龙夼村,412.0,20,公（村）办
夏甸镇上东庄村幸福院,120.31740758585454,37.21014466108076,招远市,夏甸镇上东庄村,425.0,20,公（村）办
夏甸镇西曹家村幸福院,120.30208267351544,37.19759373280028,招远市,夏甸镇西曹家村,460.0,25,公（村）办
夏甸镇西芝下村幸福院,120.32934319150452,37.11652564511717,招远市,夏甸镇西芝下村,480.0,22,公（村）办
夏甸镇后路家村幸福院,120.45543456305698,37.17161929996362,招远市,夏甸镇后路家村,410.0,20,公（村）办
玲珑镇罗山李家村幸福院,120.52552583860908,37.41435200445837,招远市,玲珑镇罗山李家,415.0,20,公（村）办
玲珑镇东庄头村幸福院,120.48413847833952,37.39703680516558,招远市,玲珑镇东庄头,642.746,20,公（村）办
玲珑镇欧家夼村幸福院,120.48423306990972,37.4470663323315,招远市,玲珑镇欧家夼,552.25,20,公（村）办
玲珑镇前花园村幸福院,120.47478864510002,37.42702167058311,招远市,玲珑镇前花园,450.0,20,公（村）办
玲珑镇柳家村幸福院,120.46870774561133,37.40041579893193,招远市,玲珑镇柳家,1200.0,20,公（村）办
玲珑镇吕格庄村幸福院,120.49323678603623,37.42136390737045,招远市,玲珑镇吕格庄,1500.0,20,公（村）办
玲珑镇大蒋家村幸福院,120.50836092709388,37.45574467177433,招远市,玲珑镇大蒋家,655.0,20,公（村）办
梦芝街道办路家河村幸福院,120.37622395945924,37.397469992353024,招远市,梦芝街道办路家河村,600.0,20,公（村）办
梦芝街道办十里铺村幸福院,120.39981256384576,37.40450778357134,招远市,梦芝街道办十里铺村,800.0,20,公（村）办
梦芝街道办事处埃子赵家村幸福院,120.40404924212248,37.38964342143245,招远市,梦芝街道办事处埃子赵家村,400.0,20,公（村）办
梦芝街道办事处城西路家村幸福院,120.40404924212248,37.38964342143245,招远市,梦芝街道办事处城西路家村,400.0,20,公（村）办
梦芝街道办事处黄土崖村幸福院,120.40404924212248,37.38964342143245,招远市,梦芝街道办事处黄土崖村,550.0,20,公（村）办
梦芝街道办事处增甲沟村幸福院,120.40404924212248,37.38964342143245,招远市,梦芝街道办事处增甲沟村,417.0,20,公（村）办
梦芝街道办事处张华孙家村幸福院,120.40404924212248,37.38964342143245,招远市,梦芝街道办事处张华孙家村,500.0,20,公（村）办
梦芝街道办事处张家庵农村幸福院,120.40404924212248,37.38964342143245,招远市,梦芝街道办事处张家庵村,400.0,20,公（村）办
齐山镇松岚子村幸福院,120.32408657715176,37.24341869261275,招远市,齐山镇松岚子村,402.75,20,公（村）办
齐山镇庄家坡村幸福院,120.38826403804003,37.24379984241696,招远市,齐山镇庄家坡村,483.0,22,公（村）办
齐山镇大泊子村幸福院,120.42512555548925,37.25940972867225,招远市,齐山镇大泊子村,420.0,20,公（村）办
齐山镇张秀家村幸福院,120.46228620867323,37.27653218329365,招远市,齐山镇张秀家村,435.0,20,公（村）办
齐山镇半壁店社区幸福院,120.39397510515028,37.28698960572687,招远市,齐山镇半壁店社区,800.0,20,公（村）办
张星镇丛家村幸福院,120.404685152593,37.5011232445452,招远市,张星镇丛家村,460.0,30,公（村）办
张星镇大岚幸福院,120.37593542372946,37.51719205548181,招远市,张星镇大岚,1014.0,35,公（村）办
张星镇北栾家河村幸福院,120.37682474618434,37.50543991043887,招远市,张星镇北栾家河村,400.0,20,公（村）办
张星镇狗山李家村幸福院,120.3763446917198,37.52979729281597,招远市,张星镇狗山李家村,401.0,20,公（村）办
张星镇抬头赵家村幸福院,120.31542682220504,37.46025690384004,招远市,张星镇抬头赵家村,1600.0,20,公（村）办
张星镇地北头王家村幸福院,120.31937685119352,37.47383283510586,招远市,张星镇地北头王家村,418.37,20,公（村）办
张星镇杜家北村幸福院,120.33245186755236,37.4825378947991,招远市,张星镇杜家北村,466.0,20,公（村）办
张星镇馆前姜家村幸福院,120.2951387719233,37.52501290321881,招远市,张星镇馆前姜家村,777.14,20,公（村）办
张星镇馆前刘家村幸福院,120.3564402178908,37.46852835356307,招远市,张星镇馆前刘家村,450.0,20,公（村）办
张星镇纪山赵家村幸福院,120.41232820536354,37.44036307903277,招远市,张星镇纪山赵家村,400.0,20,公（村）办
张星镇英里幸福院,120.40632581777642,37.4786703625079,招远市,张星镇英里,460.0,22,公（村）办
张星镇东石家村幸福院,120.3796620441376,37.4562047303516,招远市,张星镇东石家村,407.56,20,公（村）办
张星镇盛家庄村幸福院,120.36162874068587,37.45261893359469,招远市,张星镇盛家庄村,402.35,20,公（村）办
张星镇小郝家村幸福院,120.36516554913976,37.46874051433691,招远市,张星镇小郝家村,456.0,20,公（村）办
张星镇宅科幸福院,120.3564402178908,37.46852835356307,招远市,张星镇宅科,450.0,30,公（村）办
招远市毕郭镇程家洼村幸福院,120.54338298435027,37.19270679368674,招远市,毕郭镇程家洼村,460.0,20,公（村）办
招远市毕郭镇东杨格庄村幸福院,120.5051124747087,37.19653695925464,招远市,毕郭镇东杨格庄村,450.0,20,公（村）办
毕郭镇毕郭吴家村幸福院,120.54301926044928,37.22793620534479,招远市,毕郭镇毕郭吴家村,435.0,20,公（村）办
毕郭镇西沟子村幸福院,120.46337998546218,37.20868079876968,招远市,毕郭镇西沟子村,539.56,20,公（村）办
毕郭镇滕家幸福院,120.48169257209696,37.16101472843583,招远市,毕郭镇滕家村,1296.0,26,公（村）办
招远市大秦家街道孙家村幸福院,120.47659495781949,37.38005300324416,招远市,招远市大秦家街道孙家,1000.0,20,公（村）办
招远市辛庄镇朱宋社区幸福院,120.21002576214173,37.4743620165767,招远市,招远市辛庄镇朱宋,2000.0,20,公（村）办
河西王家社区幸福院,120.8819350174925,37.82537380477367,招远市,招远市蚕庄镇河西王家,485.0,20,公（村）办
唐家泊镇肖家夼村幸福院,121.0691320044113,37.258934952429776,栖霞市,唐家泊镇肖家夼村,,20,公（村）办
观里镇大郝家庄村幸福院,120.74081670153858,37.17458891776166,栖霞市,大郝家庄村,,12,公（村）办
观里镇郭格庄村幸福院,120.714296926273,37.24568969045416,栖霞市,郭格庄村,,12,公（村）办
观里镇新安村幸福院,120.68784955443157,37.1707223313257,栖霞市,新安村,,12,公（村）办
观里镇吴家泊村幸福院,120.67348043915504,37.15595218467462,栖霞市,吴家泊村,,12,公（村）办
杨础镇杨家圈村幸福院,120.78439035775833,37.21336041587934,栖霞市,杨家圈村,,12,公（村）办
杨础镇解家沟村幸福院,120.75967294266798,37.15143163639552,栖霞市,解家沟村,,20,公（村）办
庄园街道杜家庄村幸福院,120.82482344808464,37.36545572000361,栖霞市,杜家庄村,,12,公（村）办
迟家沟村幸福院,120.42271414417824,37.274265569156576,栖霞市,官道镇迟家沟村,410.0,20,公（村）办
松山村幸福院,120.87507313119345,37.417570998650085,栖霞市,松山街道松山村,560.0,20,公（村）办
孟家村幸福院,120.0060147418399,37.25273034328704,栖霞市,观里镇孟家村,400.0,20,公（村）办
林家寨村幸福院,120.73212766183222,37.27194123646181,栖霞市,西城镇林家寨村,400.0,20,公（村）办
孙疃社区老年人日间照料中心,120.8192524268034,37.28354078516011,栖霞市,官道镇孙疃村,480.0,20,公（村）办
蛇窝泊镇连家庄社区老年人日间照料中心,120.8192524268034,37.28354078516011,栖霞市,蛇窝泊镇连家庄村,420.0,20,公（村）办
